                                     | Core 0    
  Instructions                       |  280947290
  Cycles                             |  138474316
  IPC                                |       2.03
  Time (ns)                          |   52058014
  Idle time (ns)                     |      47029
  Idle time (%)                      |       0.1%
Branch predictor stats               |           
  num correct                        |   11821386
  num incorrect                      |     104417
  misprediction rate                 |      0.88%
  mpki                               |       0.37
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |   25245593
    num misses                       |         82
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |   69345697
    num misses                       |      62474
    miss rate                        |      0.09%
    mpki                             |       0.22
  L2 TLB                             |           
    num accesses                     |      62556
    num misses                       |       9088
    miss rate                        |     14.53%
    mpki                             |       0.03
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |   25245593
    num cache misses                 |      70690
    miss rate                        |      0.28%
    mpki                             |       0.25
  Cache L1-D                         |           
    num cache accesses               |   69346347
    num cache misses                 |    1026412
    miss rate                        |      1.48%
    mpki                             |       3.65
  Cache L2                           |           
    num cache accesses               |    1111024
    num cache misses                 |     606034
    miss rate                        |     54.55%
    mpki                             |       2.16
  Cache L3                           |           
    num cache accesses               |     619956
    num cache misses                 |      30347
    miss rate                        |      4.90%
    mpki                             |       0.11
DRAM summary                         |           
  num dram accesses                  |      30347
  average dram access latency (ns)   |   12572.81
  average dram queueing delay        |   12519.38
  average dram bandwidth utilization |      0.00%
Coherency Traffic                    |           
  num loads from dram                |      21938
  num loads from dram cache          |          0
  num loads from remote cache        |          0
