                                     | Core 0    
  Instructions                       |  269872315
  Cycles                             |  494970041
  IPC                                |       0.55
  Time (ns)                          |  186078963
  Idle time (ns)                     |      20647
  Idle time (%)                      |       0.0%
Branch predictor stats               |           
  num correct                        |   30522684
  num incorrect                      |    3246419
  misprediction rate                 |      9.61%
  mpki                               |      12.03
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |   33690656
    num misses                       |          6
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |   69635961
    num misses                       |      24490
    miss rate                        |      0.04%
    mpki                             |       0.09
  L2 TLB                             |           
    num accesses                     |      24496
    num misses                       |      19436
    miss rate                        |     79.34%
    mpki                             |       0.07
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |   33690656
    num cache misses                 |       1835
    miss rate                        |      0.01%
    mpki                             |       0.01
  Cache L1-D                         |           
    num cache accesses               |   69635961
    num cache misses                 |     431032
    miss rate                        |      0.62%
    mpki                             |       1.60
  Cache L2                           |           
    num cache accesses               |     436448
    num cache misses                 |     303075
    miss rate                        |     69.44%
    mpki                             |       1.12
  Cache L3                           |           
    num cache accesses               |     306656
    num cache misses                 |      28100
    miss rate                        |      9.16%
    mpki                             |       0.10
DRAM summary                         |           
  num dram accesses                  |      29384
  average dram access latency (ns)   |     145.11
  average dram queueing delay        |      91.68
  average dram bandwidth utilization |      0.00%
Coherency Traffic                    |           
  num loads from dram                |      12445
  num loads from dram cache          |          0
  num loads from remote cache        |          0
