                                     | Core 0    
  Instructions                       |  280947338
  Cycles                             |  229161164
  IPC                                |       1.23
  Time (ns)                          |   86150814
  Idle time (ns)                     |      46066
  Idle time (%)                      |       0.1%
Branch predictor stats               |           
  num correct                        |   11822479
  num incorrect                      |     103324
  misprediction rate                 |      0.87%
  mpki                               |       0.37
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |   25245593
    num misses                       |         76
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |   69345713
    num misses                       |      62742
    miss rate                        |      0.09%
    mpki                             |       0.22
  L2 TLB                             |           
    num accesses                     |      62818
    num misses                       |       9010
    miss rate                        |     14.34%
    mpki                             |       0.03
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |   25245593
    num cache misses                 |      70314
    miss rate                        |      0.28%
    mpki                             |       0.25
  Cache L1-D                         |           
    num cache accesses               |   69346363
    num cache misses                 |    1025980
    miss rate                        |      1.48%
    mpki                             |       3.65
  Cache L2                           |           
    num cache accesses               |    1110216
    num cache misses                 |     600511
    miss rate                        |     54.09%
    mpki                             |       2.14
  Cache L3                           |           
    num cache accesses               |     614433
    num cache misses                 |      30348
    miss rate                        |      4.94%
    mpki                             |       0.11
DRAM summary                         |           
  num dram accesses                  |      30348
  average dram access latency (ns)   |      58.74
  average dram queueing delay        |       5.31
  average dram bandwidth utilization |      0.00%
Coherency Traffic                    |           
  num loads from dram                |      21934
  num loads from dram cache          |          0
  num loads from remote cache        |          0
