                                     | Core 0    
  Instructions                       |   36712604
  Cycles                             |   29151078
  IPC                                |       1.26
  Time (ns)                          |   10959052
  Idle time (ns)                     |      39907
  Idle time (%)                      |       0.4%
Branch predictor stats               |           
  num correct                        |    6510198
  num incorrect                      |     829868
  misprediction rate                 |     11.31%
  mpki                               |      22.60
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |    4781099
    num misses                       |         22
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |   13000855
    num misses                       |       5565
    miss rate                        |      0.04%
    mpki                             |       0.15
  L2 TLB                             |           
    num accesses                     |       5587
    num misses                       |       1620
    miss rate                        |     29.00%
    mpki                             |       0.04
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |    4781099
    num cache misses                 |       2615
    miss rate                        |      0.05%
    mpki                             |       0.07
  Cache L1-D                         |           
    num cache accesses               |   13000879
    num cache misses                 |     136125
    miss rate                        |      1.05%
    mpki                             |       3.71
  Cache L2                           |           
    num cache accesses               |     147131
    num cache misses                 |     103041
    miss rate                        |     70.03%
    mpki                             |       2.81
  Cache L3                           |           
    num cache accesses               |     111432
    num cache misses                 |      57096
    miss rate                        |     51.24%
    mpki                             |       1.56
DRAM summary                         |           
  num dram accesses                  |      57096
  average dram access latency (ns)   |     565.07
  average dram queueing delay        |     511.64
  average dram bandwidth utilization |      4.00%
Coherency Traffic                    |           
  num loads from dram                |      14345
  num loads from dram cache          |          0
  num loads from remote cache        |          0
