                                     | Core 0    
  Instructions                       |  280947337
  Cycles                             |  231360452
  IPC                                |       1.21
  Time (ns)                          |   86977614
  Idle time (ns)                     |      39530
  Idle time (%)                      |       0.0%
Branch predictor stats               |           
  num correct                        |   11821684
  num incorrect                      |     104119
  misprediction rate                 |      0.87%
  mpki                               |       0.37
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |   25245593
    num misses                       |         75
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |   69345689
    num misses                       |      62724
    miss rate                        |      0.09%
    mpki                             |       0.22
  L2 TLB                             |           
    num accesses                     |      62799
    num misses                       |       9440
    miss rate                        |     15.03%
    mpki                             |       0.03
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |   25245593
    num cache misses                 |      70710
    miss rate                        |      0.28%
    mpki                             |       0.25
  Cache L1-D                         |           
    num cache accesses               |   69346339
    num cache misses                 |    1025183
    miss rate                        |      1.48%
    mpki                             |       3.65
  Cache L2                           |           
    num cache accesses               |    1109815
    num cache misses                 |     604287
    miss rate                        |     54.45%
    mpki                             |       2.15
  Cache L3                           |           
    num cache accesses               |     618209
    num cache misses                 |      30348
    miss rate                        |      4.91%
    mpki                             |       0.11
DRAM summary                         |           
  num dram accesses                  |      30348
  average dram access latency (ns)   |      58.76
  average dram queueing delay        |       5.33
  average dram bandwidth utilization |      0.00%
Coherency Traffic                    |           
  num loads from dram                |      21931
  num loads from dram cache          |          0
  num loads from remote cache        |          0
