                                     | Core 0    
  Instructions                       |    1155045
  Cycles                             |     998976
  IPC                                |       1.16
  Time (ns)                          |     375555
  Idle time (ns)                     |      41777
  Idle time (%)                      |      11.1%
Branch predictor stats               |           
  num correct                        |     187288
  num incorrect                      |       9070
  misprediction rate                 |      4.62%
  mpki                               |       7.85
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |     176013
    num misses                       |         25
    miss rate                        |      0.01%
    mpki                             |       0.02
  D-TLB                              |           
    num accesses                     |     363356
    num misses                       |        103
    miss rate                        |      0.03%
    mpki                             |       0.09
  L2 TLB                             |           
    num accesses                     |        128
    num misses                       |         42
    miss rate                        |     32.81%
    mpki                             |       0.04
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |     176013
    num cache misses                 |        759
    miss rate                        |      0.43%
    mpki                             |       0.66
  Cache L1-D                         |           
    num cache accesses               |     363386
    num cache misses                 |        295
    miss rate                        |      0.08%
    mpki                             |       0.26
  Cache L2                           |           
    num cache accesses               |       1065
    num cache misses                 |        811
    miss rate                        |     76.15%
    mpki                             |       0.70
  Cache L3                           |           
    num cache accesses               |        822
    num cache misses                 |        740
    miss rate                        |     90.02%
    mpki                             |       0.64
DRAM summary                         |           
  num dram accesses                  |        740
  average dram access latency (ns)   |      88.14
  average dram queueing delay        |      34.72
  average dram bandwidth utilization |      1.00%
Coherency Traffic                    |           
  num loads from dram                |         70
  num loads from dram cache          |          0
  num loads from remote cache        |          0
