                                     | Core 0    
  Instructions                       |  122506232
  Cycles                             |  172486993
  IPC                                |       0.71
  Time (ns)                          |   64844735
  Idle time (ns)                     |       2085
  Idle time (%)                      |       0.0%
Branch predictor stats               |           
  num correct                        |   11185125
  num incorrect                      |    1105387
  misprediction rate                 |      8.99%
  mpki                               |       9.02
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |   13594168
    num misses                       |        196
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |   39253896
    num misses                       |     206711
    miss rate                        |      0.53%
    mpki                             |       1.69
  L2 TLB                             |           
    num accesses                     |     206907
    num misses                       |       5247
    miss rate                        |      2.54%
    mpki                             |       0.04
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |   13594168
    num cache misses                 |      12170
    miss rate                        |      0.09%
    mpki                             |       0.10
  Cache L1-D                         |           
    num cache accesses               |   39254128
    num cache misses                 |     965616
    miss rate                        |      2.46%
    mpki                             |       7.88
  Cache L2                           |           
    num cache accesses               |     990497
    num cache misses                 |     409228
    miss rate                        |     41.32%
    mpki                             |       3.34
  Cache L3                           |           
    num cache accesses               |     421997
    num cache misses                 |      46718
    miss rate                        |     11.07%
    mpki                             |       0.38
DRAM summary                         |           
  num dram accesses                  |      46718
  average dram access latency (ns)   |     590.65
  average dram queueing delay        |     537.22
  average dram bandwidth utilization |      0.00%
Coherency Traffic                    |           
  num loads from dram                |      22001
  num loads from dram cache          |          0
  num loads from remote cache        |          0
