                                     | Core 0    
  Instructions                       |  269872317
  Cycles                             |  458247145
  IPC                                |       0.59
  Time (ns)                          |  172273363
  Idle time (ns)                     |      20743
  Idle time (%)                      |       0.0%
Branch predictor stats               |           
  num correct                        |   30522761
  num incorrect                      |    3246342
  misprediction rate                 |      9.61%
  mpki                               |      12.03
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |   33690656
    num misses                       |          7
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |   69635961
    num misses                       |      24456
    miss rate                        |      0.04%
    mpki                             |       0.09
  L2 TLB                             |           
    num accesses                     |      24463
    num misses                       |      19464
    miss rate                        |     79.57%
    mpki                             |       0.07
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |   33690656
    num cache misses                 |       1846
    miss rate                        |      0.01%
    mpki                             |       0.01
  Cache L1-D                         |           
    num cache accesses               |   69635961
    num cache misses                 |     430884
    miss rate                        |      0.62%
    mpki                             |       1.60
  Cache L2                           |           
    num cache accesses               |     436312
    num cache misses                 |     303118
    miss rate                        |     69.47%
    mpki                             |       1.12
  Cache L3                           |           
    num cache accesses               |     306700
    num cache misses                 |      28411
    miss rate                        |      9.26%
    mpki                             |       0.11
DRAM summary                         |           
  num dram accesses                  |      30104
  average dram access latency (ns)   |     156.68
  average dram queueing delay        |     103.25
  average dram bandwidth utilization |      0.00%
Coherency Traffic                    |           
  num loads from dram                |      12464
  num loads from dram cache          |          0
  num loads from remote cache        |          0
