                                     | Core 0    
  Instructions                       |  280947343
  Cycles                             |  282286418
  IPC                                |       1.00
  Time (ns)                          |  106122714
  Idle time (ns)                     |      45130
  Idle time (%)                      |       0.0%
Branch predictor stats               |           
  num correct                        |   11820420
  num incorrect                      |     105383
  misprediction rate                 |      0.88%
  mpki                               |       0.38
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |   25245593
    num misses                       |         75
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |   69345736
    num misses                       |      62694
    miss rate                        |      0.09%
    mpki                             |       0.22
  L2 TLB                             |           
    num accesses                     |      62769
    num misses                       |       9001
    miss rate                        |     14.34%
    mpki                             |       0.03
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |   25245593
    num cache misses                 |      70626
    miss rate                        |      0.28%
    mpki                             |       0.25
  Cache L1-D                         |           
    num cache accesses               |   69346386
    num cache misses                 |    1025704
    miss rate                        |      1.48%
    mpki                             |       3.65
  Cache L2                           |           
    num cache accesses               |    1110252
    num cache misses                 |     602242
    miss rate                        |     54.24%
    mpki                             |       2.14
  Cache L3                           |           
    num cache accesses               |     616164
    num cache misses                 |      30284
    miss rate                        |      4.91%
    mpki                             |       0.11
DRAM summary                         |           
  num dram accesses                  |      30284
  average dram access latency (ns)   |      56.71
  average dram queueing delay        |       3.28
  average dram bandwidth utilization |      0.00%
Coherency Traffic                    |           
  num loads from dram                |      21882
  num loads from dram cache          |          0
  num loads from remote cache        |          0
