                                     | Core 0    
  Instructions                       |  122506401
  Cycles                             |  111689538
  IPC                                |       1.10
  Time (ns)                          |   41988548
  Idle time (ns)                     |       2085
  Idle time (%)                      |       0.0%
Branch predictor stats               |           
  num correct                        |   11185422
  num incorrect                      |    1105098
  misprediction rate                 |      8.99%
  mpki                               |       9.02
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |   13594168
    num misses                       |        170
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |   39255080
    num misses                       |     160386
    miss rate                        |      0.41%
    mpki                             |       1.31
  L2 TLB                             |           
    num accesses                     |     160556
    num misses                       |       4227
    miss rate                        |      2.63%
    mpki                             |       0.03
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |   13594168
    num cache misses                 |      12639
    miss rate                        |      0.09%
    mpki                             |       0.10
  Cache L1-D                         |           
    num cache accesses               |   39255312
    num cache misses                 |     958977
    miss rate                        |      2.44%
    mpki                             |       7.83
  Cache L2                           |           
    num cache accesses               |     984327
    num cache misses                 |     408545
    miss rate                        |     41.51%
    mpki                             |       3.33
  Cache L3                           |           
    num cache accesses               |     421305
    num cache misses                 |      46717
    miss rate                        |     11.09%
    mpki                             |       0.38
DRAM summary                         |           
  num dram accesses                  |      46717
  average dram access latency (ns)   |    3330.67
  average dram queueing delay        |    3277.24
  average dram bandwidth utilization |      0.00%
Coherency Traffic                    |           
  num loads from dram                |      22067
  num loads from dram cache          |          0
  num loads from remote cache        |          0
