                                     | Core 0    
  Instructions                       |    1155045
  Cycles                             |    1689512
  IPC                                |       0.68
  Time (ns)                          |     635155
  Idle time (ns)                     |      41800
  Idle time (%)                      |       6.6%
Branch predictor stats               |           
  num correct                        |     187548
  num incorrect                      |       8810
  misprediction rate                 |      4.49%
  mpki                               |       7.63
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |     176013
    num misses                       |         25
    miss rate                        |      0.01%
    mpki                             |       0.02
  D-TLB                              |           
    num accesses                     |     363356
    num misses                       |         66
    miss rate                        |      0.02%
    mpki                             |       0.06
  L2 TLB                             |           
    num accesses                     |         91
    num misses                       |         42
    miss rate                        |     46.15%
    mpki                             |       0.04
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |     176013
    num cache misses                 |        758
    miss rate                        |      0.43%
    mpki                             |       0.66
  Cache L1-D                         |           
    num cache accesses               |     363386
    num cache misses                 |        296
    miss rate                        |      0.08%
    mpki                             |       0.26
  Cache L2                           |           
    num cache accesses               |       1065
    num cache misses                 |        811
    miss rate                        |     76.15%
    mpki                             |       0.70
  Cache L3                           |           
    num cache accesses               |        822
    num cache misses                 |        740
    miss rate                        |     90.02%
    mpki                             |       0.64
DRAM summary                         |           
  num dram accesses                  |        740
  average dram access latency (ns)   |      78.00
  average dram queueing delay        |      24.57
  average dram bandwidth utilization |      0.00%
Coherency Traffic                    |           
  num loads from dram                |         70
  num loads from dram cache          |          0
  num loads from remote cache        |          0
