                                     | Core 0    
  Instructions                       |  122506057
  Cycles                             |  100440664
  IPC                                |       1.22
  Time (ns)                          |   37759648
  Idle time (ns)                     |       2112
  Idle time (%)                      |       0.0%
Branch predictor stats               |           
  num correct                        |   11182612
  num incorrect                      |    1107908
  misprediction rate                 |      9.01%
  mpki                               |       9.04
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |   13594168
    num misses                       |        227
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |   39255080
    num misses                       |     161228
    miss rate                        |      0.41%
    mpki                             |       1.32
  L2 TLB                             |           
    num accesses                     |     161455
    num misses                       |       4438
    miss rate                        |      2.75%
    mpki                             |       0.04
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |   13594168
    num cache misses                 |      12241
    miss rate                        |      0.09%
    mpki                             |       0.10
  Cache L1-D                         |           
    num cache accesses               |   39255312
    num cache misses                 |     963248
    miss rate                        |      2.45%
    mpki                             |       7.86
  Cache L2                           |           
    num cache accesses               |     988200
    num cache misses                 |     409524
    miss rate                        |     41.44%
    mpki                             |       3.34
  Cache L3                           |           
    num cache accesses               |     422297
    num cache misses                 |      46717
    miss rate                        |     11.06%
    mpki                             |       0.38
DRAM summary                         |           
  num dram accesses                  |      46717
  average dram access latency (ns)   |    4033.55
  average dram queueing delay        |    3980.12
  average dram bandwidth utilization |      1.00%
Coherency Traffic                    |           
  num loads from dram                |      22060
  num loads from dram cache          |          0
  num loads from remote cache        |          0
