                                     | Core 0    
  Instructions                       |  122506457
  Cycles                             |  129426647
  IPC                                |       0.95
  Time (ns)                          |   48656635
  Idle time (ns)                     |       1986
  Idle time (%)                      |       0.0%
Branch predictor stats               |           
  num correct                        |   11182183
  num incorrect                      |    1108329
  misprediction rate                 |      9.02%
  mpki                               |       9.05
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |   13594168
    num misses                       |        218
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |   39253896
    num misses                       |     142972
    miss rate                        |      0.36%
    mpki                             |       1.17
  L2 TLB                             |           
    num accesses                     |     143190
    num misses                       |       4047
    miss rate                        |      2.83%
    mpki                             |       0.03
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |   13594168
    num cache misses                 |      12128
    miss rate                        |      0.09%
    mpki                             |       0.10
  Cache L1-D                         |           
    num cache accesses               |   39254128
    num cache misses                 |     960639
    miss rate                        |      2.45%
    mpki                             |       7.84
  Cache L2                           |           
    num cache accesses               |     985478
    num cache misses                 |     407827
    miss rate                        |     41.38%
    mpki                             |       3.33
  Cache L3                           |           
    num cache accesses               |     420579
    num cache misses                 |      46718
    miss rate                        |     11.11%
    mpki                             |       0.38
DRAM summary                         |           
  num dram accesses                  |      46718
  average dram access latency (ns)   |    1973.31
  average dram queueing delay        |    1919.88
  average dram bandwidth utilization |      0.00%
Coherency Traffic                    |           
  num loads from dram                |      22024
  num loads from dram cache          |          0
  num loads from remote cache        |          0
