                                     | Core 0    
  Instructions                       |    1155279
  Cycles                             |    2838898
  IPC                                |       0.41
  Time (ns)                          |    1067255
  Idle time (ns)                     |      41735
  Idle time (%)                      |       3.9%
Branch predictor stats               |           
  num correct                        |     187531
  num incorrect                      |       8827
  misprediction rate                 |      4.50%
  mpki                               |       7.64
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |     176013
    num misses                       |         25
    miss rate                        |      0.01%
    mpki                             |       0.02
  D-TLB                              |           
    num accesses                     |     363356
    num misses                       |         84
    miss rate                        |      0.02%
    mpki                             |       0.07
  L2 TLB                             |           
    num accesses                     |        109
    num misses                       |         44
    miss rate                        |     40.37%
    mpki                             |       0.04
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |     176013
    num cache misses                 |        761
    miss rate                        |      0.43%
    mpki                             |       0.66
  Cache L1-D                         |           
    num cache accesses               |     363386
    num cache misses                 |        294
    miss rate                        |      0.08%
    mpki                             |       0.25
  Cache L2                           |           
    num cache accesses               |       1066
    num cache misses                 |        816
    miss rate                        |     76.55%
    mpki                             |       0.71
  Cache L3                           |           
    num cache accesses               |        827
    num cache misses                 |        741
    miss rate                        |     89.60%
    mpki                             |       0.64
DRAM summary                         |           
  num dram accesses                  |        741
  average dram access latency (ns)   |      53.72
  average dram queueing delay        |       0.29
  average dram bandwidth utilization |      0.00%
Coherency Traffic                    |           
  num loads from dram                |         72
  num loads from dram cache          |          0
  num loads from remote cache        |          0
