                                     | Core 0    
  Instructions                       |    2224317
  Cycles                             |    2808157
  IPC                                |       0.79
  Time (ns)                          |    1055698
  Idle time (ns)                     |      40546
  Idle time (%)                      |       3.8%
Branch predictor stats               |           
  num correct                        |     218400
  num incorrect                      |       9202
  misprediction rate                 |      4.04%
  mpki                               |       4.14
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |     302839
    num misses                       |         11
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |     807109
    num misses                       |         74
    miss rate                        |      0.01%
    mpki                             |       0.03
  L2 TLB                             |           
    num accesses                     |         85
    num misses                       |         39
    miss rate                        |     45.88%
    mpki                             |       0.02
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |     302839
    num cache misses                 |        397
    miss rate                        |      0.13%
    mpki                             |       0.18
  Cache L1-D                         |           
    num cache accesses               |     807309
    num cache misses                 |       9562
    miss rate                        |      1.18%
    mpki                             |       4.30
  Cache L2                           |           
    num cache accesses               |      10140
    num cache misses                 |       1915
    miss rate                        |     18.89%
    mpki                             |       0.86
  Cache L3                           |           
    num cache accesses               |       2100
    num cache misses                 |       1847
    miss rate                        |     87.95%
    mpki                             |       0.83
DRAM summary                         |           
  num dram accesses                  |       1847
  average dram access latency (ns)   |     153.46
  average dram queueing delay        |     100.03
  average dram bandwidth utilization |      1.00%
Coherency Traffic                    |           
  num loads from dram                |        596
  num loads from dram cache          |          0
  num loads from remote cache        |          0
