                                     | Core 0    
  Instructions                       |  122506523
  Cycles                             |  148764847
  IPC                                |       0.82
  Time (ns)                          |   55926635
  Idle time (ns)                     |       2003
  Idle time (%)                      |       0.0%
Branch predictor stats               |           
  num correct                        |   11186262
  num incorrect                      |    1104259
  misprediction rate                 |      8.98%
  mpki                               |       9.01
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |   13594168
    num misses                       |        210
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |   39253845
    num misses                       |     198270
    miss rate                        |      0.51%
    mpki                             |       1.62
  L2 TLB                             |           
    num accesses                     |     198480
    num misses                       |       4525
    miss rate                        |      2.28%
    mpki                             |       0.04
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |   13594168
    num cache misses                 |      12527
    miss rate                        |      0.09%
    mpki                             |       0.10
  Cache L1-D                         |           
    num cache accesses               |   39254077
    num cache misses                 |     961938
    miss rate                        |      2.45%
    mpki                             |       7.85
  Cache L2                           |           
    num cache accesses               |     987176
    num cache misses                 |     408236
    miss rate                        |     41.35%
    mpki                             |       3.33
  Cache L3                           |           
    num cache accesses               |     421007
    num cache misses                 |      46718
    miss rate                        |     11.10%
    mpki                             |       0.38
DRAM summary                         |           
  num dram accesses                  |      46718
  average dram access latency (ns)   |     734.75
  average dram queueing delay        |     681.32
  average dram bandwidth utilization |      0.00%
Coherency Traffic                    |           
  num loads from dram                |      21989
  num loads from dram cache          |          0
  num loads from remote cache        |          0
