                                     | Core 0    
  Instructions                       |  280947321
  Cycles                             |  172335318
  IPC                                |       1.63
  Time (ns)                          |   64787714
  Idle time (ns)                     |      40179
  Idle time (%)                      |       0.1%
Branch predictor stats               |           
  num correct                        |   11821699
  num incorrect                      |     104104
  misprediction rate                 |      0.87%
  mpki                               |       0.37
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |   25245593
    num misses                       |         83
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |   69345689
    num misses                       |      64722
    miss rate                        |      0.09%
    mpki                             |       0.23
  L2 TLB                             |           
    num accesses                     |      64805
    num misses                       |       9045
    miss rate                        |     13.96%
    mpki                             |       0.03
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |   25245593
    num cache misses                 |      70387
    miss rate                        |      0.28%
    mpki                             |       0.25
  Cache L1-D                         |           
    num cache accesses               |   69346339
    num cache misses                 |    1026865
    miss rate                        |      1.48%
    mpki                             |       3.66
  Cache L2                           |           
    num cache accesses               |    1111174
    num cache misses                 |     606318
    miss rate                        |     54.57%
    mpki                             |       2.16
  Cache L3                           |           
    num cache accesses               |     620240
    num cache misses                 |      30348
    miss rate                        |      4.89%
    mpki                             |       0.11
DRAM summary                         |           
  num dram accesses                  |      30348
  average dram access latency (ns)   |    9482.89
  average dram queueing delay        |    9429.46
  average dram bandwidth utilization |      0.00%
Coherency Traffic                    |           
  num loads from dram                |      21933
  num loads from dram cache          |          0
  num loads from remote cache        |          0
