                                     | Core 0    
  Instructions                       |  122506493
  Cycles                             |  132146268
  IPC                                |       0.93
  Time (ns)                          |   49679048
  Idle time (ns)                     |       2064
  Idle time (%)                      |       0.0%
Branch predictor stats               |           
  num correct                        |   11184259
  num incorrect                      |    1106261
  misprediction rate                 |      9.00%
  mpki                               |       9.03
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |   13594168
    num misses                       |        217
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |   39255080
    num misses                       |     195329
    miss rate                        |      0.50%
    mpki                             |       1.59
  L2 TLB                             |           
    num accesses                     |     195546
    num misses                       |       4622
    miss rate                        |      2.36%
    mpki                             |       0.04
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |   13594168
    num cache misses                 |      12357
    miss rate                        |      0.09%
    mpki                             |       0.10
  Cache L1-D                         |           
    num cache accesses               |   39255312
    num cache misses                 |     960319
    miss rate                        |      2.45%
    mpki                             |       7.84
  Cache L2                           |           
    num cache accesses               |     985387
    num cache misses                 |     408568
    miss rate                        |     41.46%
    mpki                             |       3.34
  Cache L3                           |           
    num cache accesses               |     421332
    num cache misses                 |      46717
    miss rate                        |     11.09%
    mpki                             |       0.38
DRAM summary                         |           
  num dram accesses                  |      46717
  average dram access latency (ns)   |     844.81
  average dram queueing delay        |     791.39
  average dram bandwidth utilization |      0.00%
Coherency Traffic                    |           
  num loads from dram                |      22034
  num loads from dram cache          |          0
  num loads from remote cache        |          0
