                                     | Core 0    
  Instructions                       |    1155219
  Cycles                             |     971062
  IPC                                |       1.19
  Time (ns)                          |     365061
  Idle time (ns)                     |      41747
  Idle time (%)                      |      11.4%
Branch predictor stats               |           
  num correct                        |     187571
  num incorrect                      |       8787
  misprediction rate                 |      4.47%
  mpki                               |       7.61
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |     176013
    num misses                       |         26
    miss rate                        |      0.01%
    mpki                             |       0.02
  D-TLB                              |           
    num accesses                     |     363356
    num misses                       |         72
    miss rate                        |      0.02%
    mpki                             |       0.06
  L2 TLB                             |           
    num accesses                     |         98
    num misses                       |         41
    miss rate                        |     41.84%
    mpki                             |       0.04
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |     176013
    num cache misses                 |        768
    miss rate                        |      0.44%
    mpki                             |       0.66
  Cache L1-D                         |           
    num cache accesses               |     363386
    num cache misses                 |        296
    miss rate                        |      0.08%
    mpki                             |       0.26
  Cache L2                           |           
    num cache accesses               |       1075
    num cache misses                 |        818
    miss rate                        |     76.09%
    mpki                             |       0.71
  Cache L3                           |           
    num cache accesses               |        829
    num cache misses                 |        742
    miss rate                        |     89.51%
    mpki                             |       0.64
DRAM summary                         |           
  num dram accesses                  |        742
  average dram access latency (ns)   |      65.34
  average dram queueing delay        |      11.91
  average dram bandwidth utilization |      1.00%
Coherency Traffic                    |           
  num loads from dram                |         71
  num loads from dram cache          |          0
  num loads from remote cache        |          0
