                                     | Core 0    
  Instructions                       |  122506408
  Cycles                             |  110689607
  IPC                                |       1.11
  Time (ns)                          |   41612635
  Idle time (ns)                     |       2010
  Idle time (%)                      |       0.0%
Branch predictor stats               |           
  num correct                        |   11184970
  num incorrect                      |    1105551
  misprediction rate                 |      9.00%
  mpki                               |       9.02
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |   13594168
    num misses                       |        228
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |   39253845
    num misses                       |     200361
    miss rate                        |      0.51%
    mpki                             |       1.64
  L2 TLB                             |           
    num accesses                     |     200589
    num misses                       |       4588
    miss rate                        |      2.29%
    mpki                             |       0.04
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |   13594168
    num cache misses                 |      12176
    miss rate                        |      0.09%
    mpki                             |       0.10
  Cache L1-D                         |           
    num cache accesses               |   39254077
    num cache misses                 |     962714
    miss rate                        |      2.45%
    mpki                             |       7.86
  Cache L2                           |           
    num cache accesses               |     987601
    num cache misses                 |     408778
    miss rate                        |     41.39%
    mpki                             |       3.34
  Cache L3                           |           
    num cache accesses               |     421548
    num cache misses                 |      46718
    miss rate                        |     11.08%
    mpki                             |       0.38
DRAM summary                         |           
  num dram accesses                  |      46718
  average dram access latency (ns)   |    3544.44
  average dram queueing delay        |    3491.01
  average dram bandwidth utilization |      0.00%
Coherency Traffic                    |           
  num loads from dram                |      22010
  num loads from dram cache          |          0
  num loads from remote cache        |          0
