                                     | Core 0    
  Instructions                       |  122506516
  Cycles                             |  132287477
  IPC                                |       0.93
  Time (ns)                          |   49732135
  Idle time (ns)                     |       1972
  Idle time (%)                      |       0.0%
Branch predictor stats               |           
  num correct                        |   11182540
  num incorrect                      |    1107981
  misprediction rate                 |      9.01%
  mpki                               |       9.04
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |   13594168
    num misses                       |        209
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |   39253845
    num misses                       |     225362
    miss rate                        |      0.57%
    mpki                             |       1.84
  L2 TLB                             |           
    num accesses                     |     225571
    num misses                       |       4935
    miss rate                        |      2.19%
    mpki                             |       0.04
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |   13594168
    num cache misses                 |      12280
    miss rate                        |      0.09%
    mpki                             |       0.10
  Cache L1-D                         |           
    num cache accesses               |   39254077
    num cache misses                 |     965133
    miss rate                        |      2.46%
    mpki                             |       7.88
  Cache L2                           |           
    num cache accesses               |     990124
    num cache misses                 |     407814
    miss rate                        |     41.19%
    mpki                             |       3.33
  Cache L3                           |           
    num cache accesses               |     420579
    num cache misses                 |      46718
    miss rate                        |     11.11%
    mpki                             |       0.38
DRAM summary                         |           
  num dram accesses                  |      46718
  average dram access latency (ns)   |    1880.72
  average dram queueing delay        |    1827.29
  average dram bandwidth utilization |      0.00%
Coherency Traffic                    |           
  num loads from dram                |      22032
  num loads from dram cache          |          0
  num loads from remote cache        |          0
