                                     | Core 0    
  Instructions                       |   36712665
  Cycles                             |   29608889
  IPC                                |       1.24
  Time (ns)                          |   11131162
  Idle time (ns)                     |      40067
  Idle time (%)                      |       0.4%
Branch predictor stats               |           
  num correct                        |    6510174
  num incorrect                      |     829892
  misprediction rate                 |     11.31%
  mpki                               |      22.61
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |    4781099
    num misses                       |         22
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |   13000855
    num misses                       |       3950
    miss rate                        |      0.03%
    mpki                             |       0.11
  L2 TLB                             |           
    num accesses                     |       3972
    num misses                       |       1649
    miss rate                        |     41.52%
    mpki                             |       0.04
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |    4781099
    num cache misses                 |       2619
    miss rate                        |      0.05%
    mpki                             |       0.07
  Cache L1-D                         |           
    num cache accesses               |   13000879
    num cache misses                 |     136572
    miss rate                        |      1.05%
    mpki                             |       3.72
  Cache L2                           |           
    num cache accesses               |     147582
    num cache misses                 |     103141
    miss rate                        |     69.89%
    mpki                             |       2.81
  Cache L3                           |           
    num cache accesses               |     111532
    num cache misses                 |      57096
    miss rate                        |     51.19%
    mpki                             |       1.56
DRAM summary                         |           
  num dram accesses                  |      57096
  average dram access latency (ns)   |     560.76
  average dram queueing delay        |     507.33
  average dram bandwidth utilization |      4.00%
Coherency Traffic                    |           
  num loads from dram                |      14347
  num loads from dram cache          |          0
  num loads from remote cache        |          0
