                                     | Core 0    
  Instructions                       |    2224324
  Cycles                             |    6154703
  IPC                                |       0.36
  Time (ns)                          |    2313798
  Idle time (ns)                     |      40445
  Idle time (%)                      |       1.7%
Branch predictor stats               |           
  num correct                        |     218381
  num incorrect                      |       9221
  misprediction rate                 |      4.05%
  mpki                               |       4.15
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |     302839
    num misses                       |         11
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |     807109
    num misses                       |         65
    miss rate                        |      0.01%
    mpki                             |       0.03
  L2 TLB                             |           
    num accesses                     |         76
    num misses                       |         40
    miss rate                        |     52.63%
    mpki                             |       0.02
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |     302839
    num cache misses                 |        397
    miss rate                        |      0.13%
    mpki                             |       0.18
  Cache L1-D                         |           
    num cache accesses               |     807309
    num cache misses                 |       9611
    miss rate                        |      1.19%
    mpki                             |       4.32
  Cache L2                           |           
    num cache accesses               |      10189
    num cache misses                 |       1915
    miss rate                        |     18.79%
    mpki                             |       0.86
  Cache L3                           |           
    num cache accesses               |       2100
    num cache misses                 |       1847
    miss rate                        |     87.95%
    mpki                             |       0.83
DRAM summary                         |           
  num dram accesses                  |       1847
  average dram access latency (ns)   |     101.33
  average dram queueing delay        |      47.90
  average dram bandwidth utilization |      0.00%
Coherency Traffic                    |           
  num loads from dram                |        596
  num loads from dram cache          |          0
  num loads from remote cache        |          0
