                                     | Core 0    
  Instructions                       |    2224318
  Cycles                             |    3015105
  IPC                                |       0.74
  Time (ns)                          |    1133498
  Idle time (ns)                     |      40478
  Idle time (%)                      |       3.6%
Branch predictor stats               |           
  num correct                        |     218354
  num incorrect                      |       9248
  misprediction rate                 |      4.06%
  mpki                               |       4.16
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |     302839
    num misses                       |         12
    miss rate                        |      0.00%
    mpki                             |       0.01
  D-TLB                              |           
    num accesses                     |     807109
    num misses                       |         80
    miss rate                        |      0.01%
    mpki                             |       0.04
  L2 TLB                             |           
    num accesses                     |         92
    num misses                       |         40
    miss rate                        |     43.48%
    mpki                             |       0.02
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |     302839
    num cache misses                 |        468
    miss rate                        |      0.15%
    mpki                             |       0.21
  Cache L1-D                         |           
    num cache accesses               |     807309
    num cache misses                 |       9638
    miss rate                        |      1.19%
    mpki                             |       4.33
  Cache L2                           |           
    num cache accesses               |      10287
    num cache misses                 |       1918
    miss rate                        |     18.64%
    mpki                             |       0.86
  Cache L3                           |           
    num cache accesses               |       2103
    num cache misses                 |       1847
    miss rate                        |     87.83%
    mpki                             |       0.83
DRAM summary                         |           
  num dram accesses                  |       1847
  average dram access latency (ns)   |     144.60
  average dram queueing delay        |      91.17
  average dram bandwidth utilization |      1.00%
Coherency Traffic                    |           
  num loads from dram                |        596
  num loads from dram cache          |          0
  num loads from remote cache        |          0
